JEE Main,Chemistry,d-Block Elements,Medium,"Which oxidation state is commonly exhibited by iron?","+1","+2 and +3","+6 only","-2",B,"Iron commonly exists in +2 and +3 oxidation states."
JEE Advanced,Chemistry,p-Block Elements,Hard,"Which molecule has a trigonal planar molecular geometry?","NH3","BF3","CH4","H2O",B,"BF3 has three bonding pairs around boron and no lone pair, giving trigonal planar geometry."
JEE Main,Chemistry,Solutions,Medium,"A solution containing 1 mole of solute in 1 litre of solution has molarity","0.1 M","0.5 M","1 M","2 M",C,"Molarity = moles of solute / litres of solution = 1 M."
JEE Advanced,Chemistry,Solutions,Hard,"For an ideal dilute solution, the relative lowering of vapour pressure is equal to the","mole fraction of solvent","mole fraction of solute","molarity","molality only",B,"Raoult's law gives relative lowering equal to mole fraction of nonvolatile solute."

JEE Main,Mathematics,Quadratic Equations,Medium,"If the roots of x² - 5x + 6 = 0 are α and β, then α+β is","2","3","5","6",C,"For ax²+bx+c, sum of roots = -b/a = 5."
JEE Advanced,Mathematics,Quadratic Equations,Hard,"If the roots of x² - 2kx + k = 0 are real and distinct, then k must satisfy","k < 0","k > 1","0 < k < 1","k = 1",B,"Discriminant = 4k² - 4k = 4k(k-1) > 0, giving k<0 or k>1. For positive k, k>1."
JEE Main,Mathematics,Sequences and Series,Medium,"The sum of the first 10 positive integers is","45","50","55","60",C,"Sum = n(n+1)/2 = 10×11/2 = 55."
JEE Advanced,Mathematics,Sequences and Series,Hard,"If a geometric progression has first term 3 and common ratio 2, its fifth term is","24","36","48","96",C,"The fifth term is ar^(4) = 3×2^4 = 48."
JEE Main,Mathematics,Trigonometry,Medium,"The value of sin²θ + cos²θ is","0","1","2","sin θ",B,"The fundamental identity is sin²θ + cos²θ = 1."
JEE Advanced,Mathematics,Trigonometry,Hard,"If tan θ = 3/4 and θ lies in the first quadrant, then sin θ is","3/4","4/5","3/5","5/4",C,"Using a 3-4-5 triangle, sin θ = 3/5."
JEE Main,Mathematics,Limits,Medium,"The value of lim(x→0) sin x/x is","0","1","∞","-1",B,"The standard trigonometric limit is 1."
JEE Advanced,Mathematics,Limits,Hard,"The value of lim(x→0) (1-cos x)/x² is","0","1/2","1","2",B,"Using 1-cos x = 2sin²(x/2), the limit equals 1/2."
JEE Main,Mathematics,Differentiation,Medium,"The derivative of x³ is","x²","2x²","3x²","3x",C,"Using the power rule, d(x³)/dx = 3x²."
JEE Advanced,Mathematics,Differentiation,Hard,"If y = x²e^x, then dy/dx is","e^x(x²+2x)","2xe^x","x²e^x","e^x(x+2)",A,"Using product rule, dy/dx = 2xe^x + x²e^x = e^x(x²+2x)."
JEE Main,Mathematics,Integration,Medium,"The integral of 2x dx is","x","x²","2x²","x²/2",B,"Integral of 2x is x² + C."
JEE Advanced,Mathematics,Integration,Hard,"The value of ∫0^1 x² dx is","1/2","1/3","1/4","1",B,"Integral x² dx from 0 to 1 = [x³/3]0^1 = 1/3."
JEE Main,Mathematics,Coordinate Geometry,Medium,"The distance between points (0,0) and (3,4) is","3","4","5","7",C,"Distance = sqrt(3²+4²) = 5."
JEE Advanced,Mathematics,Coordinate Geometry,Hard,"The radius of the circle x²+y²-6x+8y+9=0 is","2","3","4","5",B,"Completing squares gives (x-3)²+(y+4)²=16, so radius is 4. Therefore the correct option is C."
JEE Main,Mathematics,Vectors,Medium,"The magnitude of vector 3i+4j is","3","4","5","7",C,"Magnitude = sqrt(3²+4²) = 5."
JEE Advanced,Mathematics,Vectors,Hard,"If two nonzero vectors have zero dot product, the angle between them is","0°","45°","90°","180°",C,"A·B = |A||B|cosθ. If the dot product is zero, cosθ = 0 and θ = 90°."
JEE Main,Mathematics,Probability,Medium,"A fair coin is tossed once. Probability of obtaining a head is","0","1/4","1/2","1",C,"There are two equally likely outcomes and one is a head."
JEE Advanced,Mathematics,Probability,Hard,"Two fair dice are rolled. The probability that their sum is 7 is","1/12","1/6","1/4","1/3",B,"Six outcomes give sum 7 out of 36 equally likely outcomes, so probability is 6/36 = 1/6."
JEE Main,Mathematics,Complex Numbers,Medium,"The modulus of 3+4i is","3","4","5","7",C,"Modulus = sqrt(3²+4²) = 5."
JEE Advanced,Mathematics,Complex Numbers,Hard,"If z = 1+i, then |z²| is","1","2","sqrt(2)","4",B,"|z| = sqrt(2), so |z²| = |z|² = 2."
JEE Main,Physics,Units and Measurements,Easy,"The dimensions of impulse are the same as those of","force","momentum","energy","power",B,"Impulse is change in momentum, so it has dimensions of momentum."
JEE Main,Physics,Units and Measurements,Medium,"If the percentage errors in measuring mass and velocity are 2% and 3% respectively, the maximum percentage error in kinetic energy is","5%","8%","10%","12%",B,"K = 1/2 mv², so maximum percentage error = 2% + 2(3%) = 8%."
JEE Advanced,Physics,Units and Measurements,Hard,"A quantity X is defined as X = A²B/C. If percentage errors in A, B and C are 1%, 2% and 3%, the maximum percentage error in X is","3%","4%","6%","7%",D,"For products and powers, errors add: 2(1%) + 2% + 3% = 7%."
JEE Main,Physics,Kinematics,Easy,"A car moving at 10 m/s accelerates uniformly at 2 m/s² for 5 s. Its final velocity is","15 m/s","20 m/s","25 m/s","30 m/s",B,"v = u + at = 10 + 2×5 = 20 m/s."
JEE Main,Physics,Kinematics,Medium,"A body is projected vertically upward with speed 20 m/s. Taking g = 10 m/s², the maximum height reached is","10 m","20 m","30 m","40 m",B,"At the highest point v = 0. Using v² = u² - 2gh gives h = 20 m."
JEE Advanced,Physics,Kinematics,Hard,"A particle moves according to x = t³ - 6t² + 9t. Its velocity is zero at","t = 1 s only","t = 3 s only","t = 1 s and 3 s","t = 2 s and 3 s",C,"v = dx/dt = 3t² - 12t + 9 = 3(t-1)(t-3)."
JEE Main,Physics,Laws of Motion,Easy,"A 10 N force acts on a 2 kg body initially at rest. Its acceleration is","2 m/s²","5 m/s²","10 m/s²","20 m/s²",B,"a = F/m = 10/2 = 5 m/s²."
JEE Main,Physics,Laws of Motion,Medium,"A 4 kg block is pulled by a horizontal force of 20 N on a frictionless surface. Its acceleration is","2 m/s²","4 m/s²","5 m/s²","8 m/s²",C,"a = F/m = 20/4 = 5 m/s²."
JEE Advanced,Physics,Laws of Motion,Hard,"A block is on a rough horizontal surface with coefficient of kinetic friction 0.2. A horizontal force of 20 N acts on a 5 kg block. Taking g = 10 m/s², its acceleration is","0","1 m/s²","2 m/s²","4 m/s²",C,"Friction = μmg = 0.2×5×10 = 10 N. Net force = 10 N, so a = 2 m/s²."
JEE Main,Physics,Work Energy Power,Easy,"A force of 10 N moves an object through 3 m in its direction. Work done is","10 J","20 J","30 J","40 J",C,"W = Fs = 10×3 = 30 J."
JEE Main,Physics,Work Energy Power,Medium,"A body of mass 2 kg is moving at 10 m/s. Its kinetic energy is","50 J","100 J","150 J","200 J",B,"K = 1/2 mv² = 100 J."
JEE Advanced,Physics,Work Energy Power,Hard,"A particle moves under a force F = 4x N. The work done from x = 1 m to x = 3 m is","8 J","12 J","16 J","20 J",C,"W = integral(4x dx) from 1 to 3 = 2(9-1) = 16 J."
JEE Main,Physics,Center of Mass,Medium,"The centre of mass of two equal masses placed at x = 0 and x = 10 m is","2.5 m","5 m","7.5 m","10 m",B,"For equal masses, COM is at the midpoint."
JEE Advanced,Physics,Center of Mass,Hard,"Two masses 2 kg and 3 kg are placed at x = 0 and x = 10 m respectively. Their centre of mass is","4 m","5 m","6 m","8 m",C,"xCM = (2×0 + 3×10)/(2+3) = 6 m."
JEE Main,Physics,Rotational Motion,Easy,"Angular velocity is measured in","m/s","rad/s","N","J",B,"The SI unit of angular velocity is rad/s."
JEE Main,Physics,Rotational Motion,Medium,"The moment of inertia of a thin ring of mass M and radius R about its central axis is","MR","MR²","1/2 MR²","2MR²",B,"For a thin ring about its symmetry axis, I = MR²."
JEE Advanced,Physics,Rotational Motion,Hard,"A uniform rod of mass M and length L has moment of inertia about an axis through its centre perpendicular to the rod equal to","ML²/2","ML²/3","ML²/12","ML²",C,"For a uniform rod about its centre, I = ML²/12."
JEE Main,Physics,Gravitation,Easy,"The gravitational force between two masses varies with separation r as","r","1/r","1/r²","r²",C,"Newton's law of gravitation gives F proportional to 1/r²."
JEE Main,Physics,Gravitation,Medium,"The escape velocity from Earth's surface is approximately","5.6 km/s","7.9 km/s","11.2 km/s","15 km/s",C,"Earth's escape velocity is approximately 11.2 km/s."
JEE Advanced,Physics,Gravitation,Hard,"A satellite moves in a circular orbit of radius r around a planet of mass M. Its orbital speed is proportional to","r","1/r","1/sqrt(r)","sqrt(r)",C,"v = sqrt(GM/r), so v is proportional to r^(-1/2)."
JEE Main,Physics,Properties of Matter,Easy,"Pressure is defined as","force×area","force/area","area/force","mass/area",B,"Pressure is normal force per unit area."
JEE Main,Physics,Properties of Matter,Medium,"According to Pascal's law, pressure applied to an enclosed fluid is transmitted","only upward","only downward","equally in all directions","only horizontally",C,"Pascal's law states that applied pressure is transmitted undiminished throughout the fluid."
JEE Advanced,Physics,Fluid Mechanics,Hard,"For a fluid flowing steadily through a pipe, if its speed doubles, its kinetic energy per unit volume becomes","half","double","four times","eight times",C,"Kinetic energy density is 1/2 ρv², so doubling v makes it four times."
JEE Main,Physics,Thermodynamics,Easy,"The zeroth law of thermodynamics is related to the concept of","work","temperature","entropy","internal energy",B,"The zeroth law establishes thermal equilibrium and temperature."
JEE Main,Physics,Thermodynamics,Medium,"For an ideal gas undergoing an isochoric process, the work done is","maximum","minimum but nonzero","zero","infinite",C,"At constant volume, dV = 0, so W = ∫P dV = 0."
JEE Advanced,Physics,Thermodynamics,Hard,"For an ideal gas, internal energy depends only on","pressure","volume","temperature","pressure and volume independently",C,"Internal energy of an ideal gas is a function of temperature only."
JEE Main,Physics,SHM,Easy,"The time period of a simple pendulum increases when its","mass increases","length increases","amplitude becomes zero","bob becomes lighter",B,"T = 2πsqrt(L/g), so increasing length increases the period."
JEE Main,Physics,SHM,Medium,"In SHM, velocity is maximum at the","mean position","extreme position","midpoint between mean and extreme","everywhere equally",A,"Velocity is maximum when displacement is zero."
JEE Advanced,Physics,SHM,Hard,"A particle performs SHM with amplitude A. At displacement A/2, its kinetic energy is what fraction of total energy?","1/4","1/2","3/4","1",C,"K/E = 1 - x²/A² = 1 - 1/4 = 3/4."
JEE Main,Physics,Waves,Easy,"The relation between wave speed v, frequency f and wavelength λ is","v=f/λ","v=fλ","v=λ/f","v=f+λ",B,"Wave speed is v = fλ."
JEE Main,Physics,Waves,Medium,"When two waves of equal frequency and amplitude travel in opposite directions, they can form a","travelling wave only","standing wave","soundless wave","particle wave",B,"Opposite travelling waves of equal frequency can form a standing wave."
JEE Advanced,Physics,Waves,Hard,"Two coherent waves have amplitudes A and 2A and phase difference π. Their resultant amplitude is","A","2A","3A","A√5",A,"Resultant amplitude = |2A-A| = A."
JEE Main,Physics,Electrostatics,Easy,"The SI unit of electric charge is","volt","coulomb","ampere","ohm",B,"Electric charge is measured in coulombs."
JEE Main,Physics,Electrostatics,Medium,"The electric potential due to a point charge q at distance r is proportional to","r","1/r","1/r²","r²",B,"V = kq/r."
JEE Advanced,Physics,Electrostatics,Hard,"Two identical positive charges are placed symmetrically about the origin. At the origin the electric potential is","zero","positive","negative","infinite",B,"Potential is a scalar and both positive contributions add, so it is positive."
JEE Main,Physics,Capacitance,Easy,"The capacitance of a capacitor is measured in","farad","henry","tesla","weber",A,"Capacitance has SI unit farad."
JEE Main,Physics,Capacitance,Medium,"For a parallel plate capacitor, increasing plate separation while keeping charge constant causes the potential difference to","decrease","increase","remain unchanged","become zero",B,"C decreases when separation increases, and V = Q/C therefore increases."
JEE Advanced,Physics,Capacitance,Hard,"Two capacitors C and 2C are connected in series. Their equivalent capacitance is","3C","2C","2C/3","C/3",C,"For series capacitors, 1/Ceq = 1/C + 1/(2C), giving Ceq = 2C/3."
JEE Main,Physics,Current Electricity,Easy,"Ohm's law is written as","V=IR","V=I/R","R=VI","I=VR",A,"Ohm's law is V = IR."
JEE Main,Physics,Current Electricity,Medium,"Two resistors 2 Ω and 3 Ω are connected in series. Equivalent resistance is","1.2 Ω","5 Ω","6 Ω","0.5 Ω",B,"Series resistances add: 2 + 3 = 5 Ω."
